"优先级","网址","页面类型","评分","发布日期/更新日","词数","文章内链入站","正文内链","外部证据链接","判定依据","建议动作"
"B","https://worldcleanbiz.com/blog/who-makes-hart-tools-walmart-tti-2026","文章","8","2026-08-04","1195","1","4","5","指南型内容；商业/采购意图","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-eufy-anker-smart-home","文章","8","2026-08-08","1800","1","3","6","指南型内容；商业/采购意图","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-matco-tools-vontier","文章","8","2026-08-05","1154","1","8","6","指南型内容；商业/采购意图","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-sharkninja-js-global-joyoung","文章","8","2026-07-17","1922","2","2","6","指南型内容；商业/采购意图","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-shop-vac-greatstar-manufacturing","文章","8","2026-08-09","1668","1","3","11","指南型内容；商业/采购意图","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/aiper-robotic-pool-cleaner-buying-guide","文章","7","2026-07-26","2810","0","6","11","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/bissell-robot-vacuums-flexclean-strategy","文章","7","2026-07-25","2757","0","4","8","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/car-vacuum-cleaner-buying-guide","文章","7","2026-07-26","2539","0","5","2","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/carpet-extractor-vs-steam-cleaner","文章","7","2026-07-24","2157","0","5","9","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/dyson-v15-detect-vs-gen5detect","文章","7","2026-07-26","1837","1","4","0","指南型内容；商业/采购意图；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/is-roborock-owned-by-xiaomi","文章","7","2026-07-17","1937","3","2","8","指南型内容；站内引用较强","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/mammotion-luba-vs-yuka-robot-mowers","文章","7","2026-07-26","2055","1","3","0","指南型内容；商业/采购意图；内容深度高；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robot-lawn-mowers-for-large-lawns","文章","7","2026-07-26","2684","1","3","7","指南型内容；内容深度高","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robot-vacuum-vs-cordless-vacuum","文章","7","2026-07-27","1868","1","4","0","指南型内容；商业/采购意图；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-lawn-mower-oem-odm-guide","文章","7","2026-07-25","2811","0","6","6","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/sample-testing-cleaning-appliances-china","文章","7","2026-06-16T13:33:38+08:00","3663","3","22","0","指南型内容；内容深度高；站内引用较强；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/shark-stainstriker-vs-bissell-little-green","文章","7","2026-07-26","1805","2","4","0","指南型内容；商业/采购意图；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/spare-parts-warranty-cleaning-appliances-china","文章","7","2026-06-16T14:12:30+08:00","3648","6","22","0","指南型内容；内容深度高；站内引用较强；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/tineco-vs-dreame-floor-washers","文章","7","2026-07-27","2076","0","4","6","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/where-are-dyson-vacuums-made","文章","7","2026-07-26","2097","0","5","5","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/aiper-scuba-v3-ultra-vs-beatbot-aquasense-x","文章","6","2026-07-26","2091","0","3","4","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/building-worlds-no-1-cleaning-show-from-scratch-episode-01","文章","6","2026-07-20","2654","1","7","0","指南型内容；内容深度高；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/hoover-cleanslate-vs-shark-stainstriker","文章","6","2026-07-26","1320","0","4","4","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/narwal-vs-ecovacs-robot-vacuums","文章","6","2026-07-26","1393","0","4","4","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/roborock-rockmow-z1-vs-mammotion-luba-3-awd","文章","6","2026-07-26","2684","0","3","10","指南型内容；商业/采购意图；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robot-mower-dealer-networks","文章","6","2026-07-24","1559","6","5","0","指南型内容；站内引用较强；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robot-vacuum-distributor-dealer-guide","文章","6","2026-07-26","2346","1","4","0","指南型内容；内容深度高；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-pool-cleaner-distributor-dealer-guide","文章","6","2026-07-26","2294","5","3","0","指南型内容；内容深度高；站内引用较强；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-trimmers-edge-cutting-robots","文章","6","2026-07-24","2567","1","7","0","指南型内容；内容深度高；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/spot-cleaner-manufacturing-cost","文章","6","2026-07-26","1698","0","4","5","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/vs-industry-bissell-three-year-agreement","文章","6","2026-06-09T12:00:00+08:00","1093","1","10","0","指南型内容；商业/采购意图；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-makes-bauer-tools-harbor-freight","文章","6","2026-08-05","998","1","5","4","指南型内容；商业/采购意图；正文少于1000词","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-makes-masterforce-tools-menards","文章","6","2026-08-05","909","1","5","4","指南型内容；商业/采购意图；正文少于1000词","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-makes-ozito-tools-einhell-bunnings","文章","6","2026-08-05","1336","0","8","6","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-aeg-power-tools-tti-license","文章","6","2026-08-08","1590","0","11","8","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-dremel-bosch-manufacturing","文章","6","2026-08-04","1945","0","4","6","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-fein-tools-company-manufacturing","文章","6","2026-08-05","1239","0","8","5","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-mac-tools-stanley-black-decker","文章","6","2026-08-09","1473","0","10","8","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-triton-tools-timbecon","文章","6","2026-08-09","1653","0","8","7","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/aiper-surfer-s2-vs-betta-se-plus","文章","5","2026-07-26","1976","0","3","6","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/autonomous-floor-scrubber-roi-calculator","文章","5","2026-07-25","2533","0","4","3","指南型内容；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/beatbot-vs-polaris-robotic-pool-cleaners","文章","5","2026-07-26","1665","0","3","5","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/best-robot-vacuum-buying-guide-2022","文章","5","2026-06-09T12:00:00+08:00","2119","0","10","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/building-worlds-no-1-cleaning-show-from-scratch-episode-02","文章","5","2026-07-28","2505","1","15","3","内容深度高","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/car-vacuum-cleaner-manufacturing-cost","文章","5","2026-07-27","1931","0","4","1","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/dji-romo-p-vs-ecovacs-deebot-x11","文章","5","2026-07-26","2676","0","4","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/dreame-a2-vs-ecovacs-goat-a3000-lidar","文章","5","2026-07-26","2495","0","4","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/floor-washer-manufacturing-cost","文章","5","2026-07-27","1981","0","4","1","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/hard-floor-washer-buying-guide-2022","文章","5","2026-06-10T12:00:00+08:00","3667","0","4","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/roborock-robot-mowers-product-line-dealer-rollout","文章","5","2026-07-25","2315","0","4","10","指南型内容；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robot-lawn-mower-keeps-getting-stuck","文章","5","2026-07-21","2921","0","7","9","指南型内容；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-lawn-mowing-business","文章","5","2026-07-20","2923","0","7","8","指南型内容；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-mower-sales-channels","文章","5","2026-07-26","3518","2","7","7","内容深度高","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-pool-cleaner-not-charging","文章","5","2026-07-23","3745","0","5","9","指南型内容；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-pool-cleaner-product-roadmap","文章","5","2026-07-23T22:02:42+08:00","5113","1","6","17","内容深度高","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-pool-cleaner-replacement-parts-guide","文章","5","2026-07-27","1693","1","4","0","指南型内容；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/segway-navimow-vs-husqvarna-automower","文章","5","2026-07-26","2652","0","4","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/segway-navimow-vs-worx-landroid-robot-mowers","文章","5","2026-07-26","1768","0","3","5","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/shark-powerdetect-speed-vs-dyson-v16-piston-animal","文章","5","2026-07-26","2457","0","4","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/sunseeker-vs-mammotion-robot-mowers","文章","5","2026-07-26","1864","0","3","6","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/ultrasonic-cleaning-market","文章","5","2026-07-25","2471","0","7","6","指南型内容；内容深度高；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/vs-industry-dyson-bissell-supplier-shift","文章","5","2026-06-09T12:00:00+08:00","1961","2","0","0","指南型内容；商业/采购意图；无正文内链；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-owns-kress-positec-robot-mowers","文章","5","2026-08-04","1056","0","5","5","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/wybot-vs-dolphin-robotic-pool-cleaners","文章","5","2026-07-26","1774","0","3","5","指南型内容；商业/采购意图；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/milwaukee-next-stop-20-billion","文章","4","2026-07-25","2399","1","3","5","内容深度高","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robot-lawn-mower-vs-ride-on-mower","文章","4","2026-07-27","1888","0","4","0","指南型内容；商业/采购意图；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-pool-cleaner-manufacturing-cost","文章","4","2026-07-26","2595","0","3","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/stanley-black-decker-q2-2026-power-tools-recovery","文章","4","2026-08-01","1240","2","4","7","基础内容信号正常","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/bissell-vs-tineco-patent-details","文章","3","2026-06-09T17:25:01+08:00","1078","0","12","0","指南型内容；商业/采购意图；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/building-worlds-no-1-cleaning-show-from-scratch-episode-03","文章","3","2026-08-03","3509","1","15","0","内容深度高；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/commercial-robotic-mower-market-navimow-mammotion","文章","3","2026-07-26","1979","1","3","10","基础内容信号正常","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/complete-vacuum-cleaner-buying-guide-20221006","文章","3","2026-06-09T17:10:05+08:00","3012","0","0","0","指南型内容；商业/采购意图；内容深度高；无文章内链入站；无正文内链；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/miele-duoflex-hx2-floor-washer","文章","3","2026-07-25","1398","1","3","5","基础内容信号正常","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/shark-hydrovac-vs-bissell-crosswave","文章","3","2026-07-26","1998","0","3","0","指南型内容；商业/采购意图；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/spot-cleaners-car-detailing-guide","文章","3","2026-07-27","1834","0","4","1","指南型内容；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/who-makes-hercules-tools-harbor-freight","文章","3","2026-08-05","954","0","5","5","指南型内容；商业/采购意图；正文少于1000词；无文章内链入站","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/brands/aeg","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/aiper","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/aquabot","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/beatbot","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/bissell","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/commercial-industrial-cleaning","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/craftsman","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/dewalt","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/dremel","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/dyson","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/electrolux","品牌页","3","","","2","","","2篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/eufy","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/eureka","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/festool","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/flex","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/floorcare-home-cleaning","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/fluidra","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/greenworks","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/hayward","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/hikoki","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/hilti","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/hoover","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/husqvarna","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/irobot","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/karcher","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/kobalt","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/lawn-garden-equipment","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/makita","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/mammotion","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/maytronics","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/metabo","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/midea","品牌页","3","","","2","","","2篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/miele","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/milwaukee","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/mova","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/narwal","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/nilfisk","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/oreck","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/pentair","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/polaris","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/pool-equipment-pool-care","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/power-tools","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/ryobi","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/shark","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/skil","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/stihl","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/sunseeker","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/tineco","品牌页","3","","","1","","","1篇文章建立品牌关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/vax","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/worx","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/brands/wybot","品牌页","3","","","0","","","品牌目录可发现但缺少文章级关系","补相关文章关系与正文品牌链接后再观察"
"B","https://worldcleanbiz.com/blog/dewalts-rise-harvard-case","文章","2","2026-06-09T13:50:07+08:00","1823","1","10","0","无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/dyson-at-a-crossroads","文章","2","2026-06-09T16:55:01+08:00","1686","1","11","0","无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/ecovacs-at-a-crossroads","文章","2","2026-06-09T16:55:03+08:00","1273","1","7","0","无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/freudenberg-acquires-nilfisk","文章","2","2026-07-24T00:28:44+08:00","1135","1","2","11","基础内容信号正常","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robot-lawn-mowers-golf-courses-sports-fields","文章","2","2026-07-27","1861","0","4","0","指南型内容；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-pool-cleaners-leaves-fine-debris","文章","2","2026-07-27","1745","0","5","0","指南型内容；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/tineco-lacks-innovation","文章","2","2026-06-09T12:00:00+08:00","1309","1","10","0","无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/tti-cleaning-appliance-strategy","文章","2","2026-06-09T12:00:00+08:00","1206","1","4","0","无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/wybotics-from-oem-to-global-brand","文章","2","2026-07-21","1032","0","2","0","指南型内容；商业/采购意图；无文章内链入站；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/hamilton-beach-2018-annual-report-faithful-translation","文章","1","2026-06-09T17:10:01+08:00","1196","1","21","0","无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/karcher-hidden-champion-in-cleaning-appliances","文章","1","2026-06-09T16:55:08+08:00","1133","1","15","0","无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"B","https://worldcleanbiz.com/blog/robotic-lawn-mower-market-size-yard-automation","文章","1","2026-06-21","1164","5","2","0","站内引用较强；无外部证据链接","补2-3条相关正文内链，按主题批次观察抓取"
"C","https://worldcleanbiz.com/blog/dyson-china-oem-history","文章","0","2026-06-09T17:10:03+08:00","512","2","0","0","指南型内容；商业/采购意图；正文少于600词；无正文内链；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/fcc-robot-vacuum-lawn-mower-restrictions","文章","0","2026-07-30T13:36:49+08:00","1927","0","2","6","无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/hundred-years-of-cleaning-appliance-history","文章","0","2026-06-10T12:00:00+08:00","2022","0","109","0","内容深度高；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/irobot-decline-and-the-new-robot-vacuum-order","文章","0","2026-06-10T12:00:00+08:00","1235","0","3","0","站内精选；无文章内链入站；无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/irobot-uncertain-future","文章","0","2026-06-09T12:59:07+08:00","1103","1","1","0","无外部证据链接","先补内容与证据；无独特价值时考虑合并或暂不催抓"
"C","https://worldcleanbiz.com/blog/roborock-rockmow-first-generation","文章","0","2026-07-25","1810","0","2","11","无文章内链入站","先补内容与证据；无独特价值时考虑合并或暂不催抓"
